Date,Open,High,Low,Close,Adj Close,Volume
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,335.4474792480469,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,335.0895690917969,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,335.6264343261719,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,334.7615051269531,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,336.3620910644531,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,334.980224609375,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,331.530517578125,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,320.5351867675781,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,310.822265625,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,309.6789855957031,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,295.7707824707031,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,294.5281066894531,385764000
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,307.2830810546875,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,298.48480224609375,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,311.0310363769531,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,300.69183349609375,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,295.7210693359375,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,272.62689208984375,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,286.73394775390625,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,272.756103515625,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,246.65957641601562,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,267.7455749511719,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,238.44786071777344,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,251.32215881347656,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,238.59698486328125,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,239.10398864746094,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,228.8000030517578,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,222.9499969482422,326025200
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,243.14999389648438,235494500
2020-03-25,244.8699951171875,256.3500061035156,239.75,246.7899932861328,246.7899932861328,299430300
2020-03-26,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,261.20001220703125,257632800
